code	name	city	state	country
MTY	Gen Mariano Escobedo	Monterrey		MX
NTR	Aeropuerto Del Norte	Monterrey		MX
MLM	Morelia	Morelia		MX
MUG	Mulege	Mulege		MX
NOG	Nogales	Nogales		MX
NCG	Nueva Casas Grandes	Nueva Casas Grandes		MX
NLD	Intl Quetzalcoatl	Nuevo Laredo		MX
OAX	Xoxocotlan	Oaxaca		MX
PQM	Palenque	Palenque		MX
PDS	Piedras Negras	Piedras Negras		MX
PNO	Pinotepa Nacional	Pinotepa Nacional		MX
PCM	Playa del Carmen	Playa del Carmen		MX
PUH	Pochutla	Pochutla		MX
PAZ	Tajin	Poza Rica		MX
PBC	Huejotsingo	Puebla		MX
PXM	Puerto Escondido	Puerto Escondido		MX
PJZ	Puerto Juarez	Puerto Juarez		MX
PPE	Puerto Penasco	Puerto Penasco		MX
PVR	Ordaz	Puerto Vallarta		MX
PCV	Punta Chivato	Punta Chivato		MX
PCO	Punta Colorada	Punta Colorada		MX
REX	Gen Lucio Blanco	Reynosa		MX
SZT	San Cristobal	S.Cristobal deL Casas		MX
SCX	Salina Cruz	Salina Cruz		MX
SLW	Saltillo	Saltillo		MX
SFH	San Felipe	San Felipe		MX
SGM	San Ignacio	San Ignacio		MX
SJD	Los Cabos	San Jose Cabo		MX
SLP	San Luis Potosi	San Luis Potosi		MX
UAC	San Luis Rio Colorado	San Luis Rio Colorado		MX
SNQ	San Quintin	San Quintin		MX
SRL	Santa Rosalia	Santa Rosalia		MX
TAM	Gen F Javier Mina	Tampico		MX
TSL	Tamuin	Tamuin		MX
TAP	Tapachula	Tapachula		MX
TCN	Tehuacan	Tehuacan		MX
TPQ	Tepic	Tepic		MX
TIJ	Rodriguez	Tijuana		MX
TZM	Tizimin	Tizimin		MX
TLC	Toluca	Toluca		MX
TRC	Torreon	Torreon		MX
TUY	Tulum	Tulum		MX
TGZ	Llano San Juan	Tuxtla Gutierrez		MX
UPN	Uruapan	Uruapan		MX
VER	Las Bajadas	Veracruz		MX
VIB	Villa Constitucion	Villa Constitucion		MX
VSA	Capitan Carlos Perez	Villahermosa		MX
ZCL	La Calera	Zacatecas		MX
ZMM	Zamora	Zamora		MX
AOR	Alor Setar	Alor Setar		MY
BKM	Bakalalan	Bakalalan		MY
BBN	Bario	Bario		MY
BLG	Belaga	Belaga		MY
BTU	Bintulu	Bintulu		MY
ZMK	Bintulu Port	Bintulu		MY
BWH	Butterworth	Butterworth		MY
GTB	Genting	Genting		MY
IPH	Ipoh	Ipoh		MY
JHB	Sultan Ismail Intl	Johor Bahru		MY
KPI	Kapit	Kapit		MY
KGU	Keningau	Keningau		MY
KTE	Kerteh	Kerteh		MY
KBR	Pengkalan Chepa	Kota Bharu		MY
BKI	Kota Kinabalu	Kota Kinabalu		MY
ZWR	Kota Kinabalu Port	Kota Kinabalu		MY
KUL	Kuala Lumpur Intl	Kuala Lumpur		MY
SZB	Abdul Aziz Shah	Kuala Lumpur		MY
TGG	Sultan Mahmood	Kuala Terengganu		MY
KUA	Kuantan	Kuantan		MY
ZJB	Kuantan Port	Kuantan		MY
ZGY	Kuching Port	Kuching		MY
KCH	Kuching	Kuching		MY
KUD	Kudat	Kudat		MY
LBU	Labuan	Labuan		MY
LDU	Lahad Datu	Lahad Datu		MY
LGK	Langkawi	Langkawi		MY
LWY	Lawas	Lawas		MY
LMN	Limbang	Limbang		MY
LKH	Long Akah	Long Akah		MY
LBP	Long Banga Airfield	Long Banga		MY
LLM	Long Lama	Long Lama		MY
LGL	Long Lellang	Long Lellang		MY
GSA	Long Pasia	Long Pasia		MY
LSM	Lawas	Long Semado		MY
ODN	Long Seridan	Long Seridan		MY
LSU	Long Sukang	Long Sukang		MY
MKZ	Batu Berendum	Malacca		MY
MUR	Marudi	Marudi		MY
MEP	Mersing	Mersing		MY
MYY	Miri	Miri		MY
MZS	Mostyn	Mostyn		MY
MKM	Mukah	Mukah		MY
MZV	Mulu	Mulu		MY
PAY	Pamol	Pamol		MY
PKG	Pangkor Airport	Pangkor		MY
ZLW	Pasir Gudang Port	Pasir Gudang		MY
ZJR	Penang Port	Penang		MY
PEN	Penang International	Penang		MY
XPQ	Ferry	Port Klang		MY
LAC	Layang-Layang	Pulau Layang-Layang Is		MY
RNU	Ranau	Ranau		MY
RDN	LTS Pulau Redang	Redang		MY
SXS	Sahabat 16	Sahabat 16		MY
SDK	Sandakan	Sandakan		MY
BSE	Sematan	Sematan		MY
SMM	Semporna	Semporna		MY
SPE	Sepulot	Sepulot		MY
SBW	Sibu	Sibu		MY
SGG	Simanggang	Simanggang		MY
SPT	Sipitang	Sipitang		MY
SWY	Sitiawan	Sitiawan		MY
GTK	Sungei Tekai	Sungei Tekai		MY
TPG	Taiping	Taiping		MY
SXT	Taman Negara	Taman Negara		MY
ZJT	Tanjung Pelepas Port	Tanjung Pelepas		MY
TWU	Tawau	Tawau		MY
TEL	Telupid	Telupid		MY
TOD	Tioman	Tioman		MY
TMG	Tomanggong	Tomanggong		MY
AME	Alto Molocue	Alto Molocue		MZ
ANO	Angoche	Angoche		MZ
BJN	Bajone	Bajone		MZ
BZB	Bazaruto Island	Bazaruto Island		MZ
BEW	Beira	Beira		MZ
BCW	Benguera Island	Benguera Island		MZ
CMZ	Caia	Caia		MZ
VPY	Chimoio	Chimoio		MZ
INE	Chinde	Chinde		MZ
TGS	Chokwe	Chokwe		MZ
FXO	Cuamba	Cuamba		MZ
VJQ	Gurue	Gurue		MZ
IBO	Ibo	Ibo		MZ
IHC	Inhaca	Inhaca		MZ
INH	Inhambane	Inhambane		MZ
IMG	Inhaminga	Inhaminga		MZ
VXC	Lichinga	Lichinga		MZ
LBM	Luabo	Luabo		MZ
MJS	Maganja Da Costa	Maganja Da Costa		MZ
MFW	Magaruque	Magaruque		MZ
MPM	Maputo International	Maputo		MZ
RRM	Marromeu	Marromeu		MZ
MZB	Mocimboa Praia	Mocimboa Praia		MZ
MMW	Moma	Moma		MZ
MTU	Montepuez	Montepuez		MZ
MUD	Mueda	Mueda		MZ
MNC	Nacala	Nacala		MZ
APL	Nampula	Nampula		MZ
NND	Nangade	Nangade		MZ
LMZ	Palma	Palma		MZ
PEB	Pebane	Pebane		MZ
POL	Pemba	Pemba		MZ
PDD	Ponta de Ouro	Ponta de Ouro		MZ
UEL	Quelimane	Quelimane		MZ
NTC	Santa Carolina	Santa Carolina		MZ
TCV	Tete	Tete		MZ
TET	Matunda	Tete		MZ
VNX	Vilanculos	Vilanculos		MZ
VJB	Xai Xai	Xai Xai		MZ
AIW	Ai-Ais	Ai-Ais		NA
ADI	Arandis	Arandis		NA
BQI	Bagani	Bagani		NA
LHU	Lianshulu	Caprivi		NA
GOG	Gobabis	Gobabis		NA
GFY	Grootfontein	Grootfontein		NA
HAL	Halali	Halali		NA
KAS	Karasburg	Karasburg		NA
KMP	J.G.H. Van Der Wath	Keetmanshoop		NA
LUD	Luderitz	Luderitz		NA
MQG	Midgard	Midgard		NA
OKU	Mokuti Lodge	Mokuti Lodge		NA
MJO	Mount Etjo Lodge	Mount Etjo Lodge		NA
MPA	Mpacha	Mpacha		NA
NNI	Namutoni	Namutoni		NA
OKF	Okaukuejo	Okaukuejo		NA
OMG	Omega	Omega		NA
OND	Ondangwa	Ondangwa		NA
OGV	Ongava Game Reserve	Ongava Game Reserve		NA
OPW	Opuwa	Opuwa		NA
OMD	Oranjemund	Oranjemund		NA
OHI	Oshakati	Oshakati		NA
OTJ	Otjiwarongo	Otjiwarongo		NA
RHN	Rosh Pina	Rosh Pina		NA
NDU	Rundu	Rundu		NA
SZM	Sesriem	Sesriem		NA
SWP	Swakopmund	Swakopmund		NA
TCY	Terrace Bay	Terrace Bay		NA
TSB	Tsumeb	Tsumeb		NA
WVB	Rooikop	Walvis Bay		NA
ERS	Eros	Windhoek		NA
WDH	Hosea Kutako Intl	Windhoek		NA
BMY	Belep Island	Belep Island		NC
HNG	Hienghene	Hienghene		NC
HLU	Houailou	Houailou		NC
ILP	Ile Des Pins	Ile Des Pins		NC
IOU	Ile Ouen	Ile Ouen		NC
KNQ	Kone	Kone		NC
KOC	Koumac	Koumac		NC
LIF	Lifou	Lifou		NC
MEE	Mare	Mare		NC
PDC	Mueo	Mueo		NC
NOU	Tontouta	Noumea		NC
GEA	Magenta	Noumea		NC
UVE	Ouvea	Ouvea		NC
PUV	Poum	Poum		NC
TGJ	Tiga	Tiga		NC
TOU	Touho	Touho		NC
AJY	Agades	Agades		NE
RLT	Arlit	Arlit		NE
BKN	Birni Nkoni	Birni Nkoni		NE
MFQ	Maradi	Maradi		NE
NIM	Niamey	Niamey		NE
THZ	Tahoua	Tahoua		NE
ZND	Zinder	Zinder		NE
NLK	Norfolk Island	Norfolk Island		NF
ABV	Abuja	Abuja		NG
AKR	Akure	Akure		NG
BCU	Bauchi	Bauchi		NG
BNI	Benin City	Benin City		NG
CBQ	Calabar	Calabar		NG
ENU	Enugu	Enugu		NG
IBA	Ibadan	Ibadan		NG
ILR	Ilorin	Ilorin		NG
JOS	Jos	Jos		NG
KAD	Kaduna	Kaduna		NG
KAN	Aminu Kano Intl Apt	Kano		NG
LOS	Murtala Muhammed	Lagos		NG
MIU	Maiduguri	Maiduguri		NG
MDI	Makurdi	Makurdi		NG
MXJ	Minna	Minna		NG
PHG	Port Harcourt City	Port Harcourt		NG
PHC	Port Harcourt	Port Harcourt		NG
SKO	Sokoto	Sokoto		NG
YOL	Yola	Yola		NG
ZAR	Zaria	Zaria		NG
BEF	Bluefields	Bluefields		NI
BZA	San Pedro	Bonanza		NI
RNI	Corn Island	Corn Island		NI
MGA	Augusto C Sandino	Managua		NI
NVG	Nueva Guinea	Nueva Guinea		NI
PUZ	Puerto Cabezas	Puerto Cabezas		NI
RFS	Rosita	Rosita		NI
NCR	San Carlos	San Carlos		NI
SIU	Siuna	Siuna		NI
WSP	Waspam	Waspam		NI
AMS	Amsterdam-Schiphol	Amsterdam		NL
BZM	Woensdrecht	Bergen Op Zoom		NL
GLZ	Gilze-Rijen	Breda		NL
DHR	De Kooy	Den Helder		NL
EIN	Eindhoven	Eindhoven		NL
ENS	Twente	Enschede		NL
GRQ	Eelde	Groningen		NL
LWR	Leeuwarden	Leeuwarden		NL
LID	Valkenburg	Leiden		NL
LEY	Lelystad	Lelystad		NL
MST	Maastricht/Aachen	Maastricht		NL
RTM	Rotterdam	Rotterdam		NL
HAG	Metropolitan Area	The Hague		NL
UDE	Volkel	Uden		NL
UTC	Soesterberg	Utrecht		NL
WOE	Woensdrecht AB	Woensdrecht AB		NL
AES	Vigra	Aalesund		NO
ALF	Alta	Alta		NO
ANX	Andenes	Andenes		NO
BDU	Bardufoss	Bardufoss		NO
BJF	Batsfjord	Batsfjord		NO
BGO	Flesland	Bergen		NO
BVG	Berlevag	Berlevag		NO
BOO	Bodo	Bodo		NO
BNN	Bronnoy	Bronnoysund		NO
VDB	Valdres	Fagernes		NO
FAN	Lista	Farsund		NO
FRO	Flora	Floro		NO
FDE	Bringeland	Forde		NO
DLD	Dagali Airport	Geilo		NO
GLL	Klanten Arpt	Gol		NO
HMR	Hamar Arpt	Hamar		NO
HFT	Hammerfest	Hammerfest		NO
EVE	Evenes	Harstad-Narvik		NO
HAA	Hasvik	Hasvik		NO
HAU	Haugesund	Haugesund		NO
HVG	Valan	Honningsvag		NO
KKN	Hoeybuktmoen	Kirkenes		NO
KRS	Kjevik	Kristiansand		NO
KSU	Kvernberget	Kristiansund		NO
LKL	Banak	Lakselv		NO
LKN	Leknes	Leknes		NO
MEH	Mehamn	Mehamn		NO
MQN	Mo I Rana	Mo I Rana		NO
MOL	Aro	Molde		NO
MJF	Kjaerstad	Mosjoen		NO
OSY	Namsos	Namsos		NO
NVK	Framnes	Narvik		NO
NTB	Notodden	Notodden		NO
OLA	Orland	Orland		NO
HOV	Hovden	Orsta-Volda		NO
OSL	Oslo Airport	Oslo		NO
TRF	Sandefjord	Oslo		NO
XZO	Oslo Central Station	Oslo		NO
RVK	Ryumsjoen Aprt	Roervik		NO
RRS	Roros	Roros		NO
RET	Stolport	Rost		NO
SDN	Sandane	Sandane		NO
SSJ	Stokka	Sandnessjoen		NO
SKE	Skien	Skien		NO
SOG	Haukasen	Sogndal		NO
SOJ	Sorkjosen	Sorkjosen		NO
SVG	Sola	Stavanger		NO
SKN	Skagen	Stokmarknes		NO
SRP	Stord Airport	Stord		NO
SYG	Spitsberg	Svalbard		NO
SVJ	Helle	Svolvaer		NO
TOS	Tromso/Langnes	Tromso		NO
TRD	Vaernes	Trondheim		NO
VDS	Vadso	Vadso		NO
VRY	Stolport	Vaeroy		NO
VAW	Vardoe	Vardoe		NO
BGL	Baglung	Baglung		NP
BIT	Baitadi	Baitadi		NP
BJH	Bajhang	Bajhang		NP
BJU	Bajura Arpt	Bajura		NP
BDP	Bhadrapur	Bhadrapur		NP
BWA	Bhairawa	Bhairawa		NP
BHR	Bharatpur	Bharatpur		NP
BHP	Bhojpur	Bhojpur		NP
BIR	Biratnagar	Biratnagar		NP
HRJ	Chaurjhari	Chaurjhari		NP
DNP	Dang	Dang		NP
DAP	Darchula	Darchula		NP
DHI	Dhangarhi	Dhangarhi		NP
DOP	Dolpa	Dolpa		NP
GKH	Gorkha	Gorkha		NP
JKR	Janakpur	Janakpur		NP
JIR	Jiri	Jiri		NP
JMO	Jomsom	Jomsom		NP
JUM	Jumla	Jumla		NP
KTM	Tribhuvan	Kathmandu		NP
LDN	Lamidanda	Lamidanda		NP
LTG	Langtang	Langtang		NP
LUA	Lukla	Lukla		NP
XMG	Mahendranagar	Mahendranagar		NP
NGX	Manang	Manang		NP
MEY	Meghauli	Meghauli		NP
MWP	Mountain	Mountain		NP
KEP	Nepalganj	Nepalganj		NP
PPL	Phaplu	Phaplu		NP
PKR	Pokhara	Pokhara		NP
RJB	Rajbiraj	Rajbiraj		NP
RHP	Ramechhap	Ramechhap		NP
RPA	Rolpa	Rolpa		NP
RUK	Rukumkot	Rukumkot		NP
RUM	Rumjatar	Rumjatar		NP
FEB	Sanfebagar	Sanfebagar		NP
SIH	Silgadi Doti	Silgadi Doti		NP
SIF	Simara	Simara		NP
IMK	Simikot	Simikot		NP
SKH	Surkhet	Surkhet		NP
SYH	Syangboche	Syangboche		NP
TPJ	Taplejung	Taplejung		NP
TPU	Tikapur	Tikapur		NP
TMI	Tumling Tar	Tumling Tar		NP
INU	Nauru Island	Nauru Island		NR
IUE	Hanan	Niue Island		NU
ALR	Alexandra	Alexandra		NZ
AMZ	Ardmore	Ardmore		NZ
ASG	Ashburton	Ashburton		NZ
MHB	Mechanics Bay	Auckland		NZ
AKL	Auckland	Auckland		NZ
BHE	Blenheim	Blenheim		NZ
CHT	Karewa	Chatham Island		NZ
CHC	Christchurch	Christchurch		NZ
CMV	Coromandel	Coromandel		NZ
DGR	Dargaville	Dargaville		NZ
DUD	Dunedin	Dunedin		NZ
FGL	Fox Glacier	Fox Glacier		NZ
WHO	Franz Josef	Franz Josef		NZ
GIS	Gisborne	Gisborne		NZ
GBZ	Great Barrier Island	Great Barrier Island		NZ
GMN	Greymouth	Greymouth		NZ
HLZ	Hamilton	Hamilton		NZ
HKK	Hokitika Arpt	Hokitika		NZ
IVC	Invercargill	Invercargill		NZ
KKO	Kaikohe	Kaikohe		NZ
KBZ	Kaikoura	Kaikoura		NZ
KAT	Kaitaia	Kaitaia		NZ
KUI	Kawau Island	Kawau Island		NZ
KKE	Kerikeri	Kerikeri		NZ
KWU	Mansion House	Mansion House		NZ
MRO	Masterton	Masterton		NZ
MTA	Matamata	Matamata		NZ
MFN	Milford Sound	Milford Sound		NZ
MZP	Motueka	Motueka		NZ
TWZ	Pukaki/Twizel	Mount Cook		NZ
MON	Mount Cook Airport	Mount Cook		NZ
GTN	Glentanner	Mount Cook		NZ
NPE	Hawkes Bay	Napier-Hastings		NZ
NSN	Nelson	Nelson		NZ
NPL	New Plymouth	New Plymouth		NZ
OAM	Oamaru	Oamaru		NZ
OHA	Royal Air Force Base	Ohakea		NZ
PKL	Pakatoa Island	Pakatoa Island		NZ
PMR	Palmerston North	Palmerston North		NZ
PPQ	Paraparaumu	Paraparaumu		NZ
PCN	Koromiko	Picton		NZ
GBS	Port Fitzroy	Port Fitzroy		NZ
ZQN	Frankton	Queenstown		NZ
RAG	Raglan	Raglan		NZ
ROT	Rotorua	Rotorua		NZ
SZS	Stewart Island	Stewart Island		NZ
WIK	Surfdale	Surfdale		NZ
THH	Taharoa	Taharoa		NZ
KTF	Takaka	Takaka		NZ
TUO	Taupo	Taupo		NZ
TRG	Tauranga	Tauranga		NZ
TEU	Manapouri	Te Anau		NZ
TMZ	Thames	Thames		NZ
TIU	Timaru	Timaru		NZ
TKZ	Tokoroa	Tokoroa		NZ
WIR	Wairoa	Wairoa		NZ
WGN	Waitangi	Waitangi		NZ
WKA	Wanaka	Wanaka		NZ
WAG	Wanganui	Wanganui		NZ
WLG	Wellington	Wellington		NZ
WSZ	Westport	Westport		NZ
WHK	Whakatane	Whakatane		NZ
WRE	Whangarei	Whangarei		NZ
WTZ	Whitianga	Whitianga		NZ
WWG	Al Koude	Al Koude		OM
RMB	Buraimi	Buraimi		OM
BYB	Dibaa	Dibaa		OM
KHS	Khasab	Khasab		OM
OMM	Marmul	Marmul		OM
MSH	Masirah	Masirah		OM
MCT	Seeb	Muscat		OM
SLL	Salalah	Salalah		OM
SUH	Sur	Sur		OM
TTH	Thumrait	Thumrait		OM
ACU	Achutupo	Achutupo		PA
AIL	Ailigandi	Ailigandi		PA
BFQ	Bahia Pinas	Bahia Pinas		PA
BLB	Balboa	Balboa		PA
BOC	Bocas Del Toro	Bocas Del Toro		PA
CDE	Caledonia	Caledonia		PA
CTE	Carti	Carti		PA
CHX	Changuinola	Changuinola		PA
CTD	Chitre	Chitre		PA
ONX	Colon	Colon		PA
OTD	Contadora	Contadora		PA
CZJ	Corazon De Jesus	Corazon De Jesus		PA
DAV	Enrique Malek	David		PA
PVE	El Porvenir	El Porvenir		PA
ELE	El Real	El Real		PA
GHE	Garachine	Garachine		PA
JQE	Jaque	Jaque		PA
PLP	La Palma	La Palma		PA
MPI	Mamitupo	Mamitupo		PA
MPP	Mulatupo	Mulatupo		PA
NGN	Nargana	Nargana		PA
PAC	Paitilla	Panama City		PA
PTY	Tocumen Intl	Panama City		PA
PYC	Playon Chico	Playon Chico		PA
AML	Puerto Armuellas	Puerto Armuellas		PA
PUE	Puerto Obaldia	Puerto Obaldia		PA
RIZ	Rio Alzucar	Rio Alzucar		PA
RSI	Rio Sidra	Rio Sidra		PA
RIT	Rio Tigre	Rio Tigre		PA
SAX	Sambu	Sambu		PA
NBL	San Blas	San Blas		PA
NMG	San Miguel	San Miguel		PA
SFW	Santa Fe	Santa Fe		PA
SYP	Santiago	Santiago		PA
TJC	Ticantiki	Ticantiki		PA
TUW	Tubala	Tubala		PA
TUE	Tupile	Tupile		PA
UTU	Ustupo	Ustupo		PA
PYV	Yaviza	Yaviza		PA
ALD	Alerta	Alerta		PE
ANS	Andahuaylas	Andahuaylas		PE
ATA	Anta	Anta		PE
AQP	Rodriguez Ballon	Arequipa		PE
AYP	Yanamilla	Ayacucho		PE
BLP	Bellavista	Bellavista		PE
CJA	Cajamarca	Cajamarca		PE
CHH	Chachapoyas	Chachapoyas		PE
CIX	Cornel Ruiz	Chiclayo		PE
CHM	Chimbote	Chimbote		PE
CUZ	Velazco Astete	Cuzco		PE
HUU	Huanuco	Huanuco		PE
IBP	Iberia	Iberia		PE
ILQ	Ilo	Ilo		PE
IQT	C.F. Secada	Iquitos		PE
JAU	Jauja	Jauja		PE
JJI	Juanjui	Juanjui		PE
JUL	Juliaca	Juliaca		PE
LIM	J Chavez Intl	Lima		PE
MFT	Machu Picchu	Machu Picchu		PE
MBP	Moyobamba	Moyobamba		PE
PIO	Pisco	Pisco		PE
PIU	Piura	Piura		PE
PCL	Capitan Rolden	Pucallpa		PE
PEM	Puerto Maldonado	Puerto Maldonado		PE
UMI	Quincemil	Quincemil		PE
RIJ	Rioja	Rioja		PE
RIM	Rodriguez De Men	Rodriguez De Men		PE
SJA	San Juan	San Juan		PE
APE	San Juan Aposento	San Juan Aposento		PE
SMG	Santa Maria	Santa Maria		PE
SQU	Saposoa	Saposoa		PE
SYC	Shiringayoc	Shiringayoc		PE
TCQ	Tacna	Tacna		PE
TYL	Talara	Talara		PE
TPP	Tarapoto	Tarapoto		PE
TGI	Tingo Maria	Tingo Maria		PE
TRU	Trujillo	Trujillo		PE
TBP	Tumbes	Tumbes		PE
YMS	Yurimaguas	Yurimaguas		PE
AHE	Ahe Airport	Ahe		PF
AAA	Anaa	Anaa		PF
APK	Apataki	Apataki		PF
AXR	Arutua	Arutua		PF
AUQ	Atuona	Atuona		PF
BOB	Motu-mute	Bora Bora		PF
FAC	Faaite	Faaite		PF
FHZ	Fakahina	Fakahina		PF
FAV	Fakarava	Fakarava		PF
FGU	Fangatau	Fangatau		PF
GMR	Gambier Is	Gambier Is		PF
HOI	Hao Island	Hao Island		PF
HHZ	Hikueru	Hikueru		PF
HIX	Hiva Oa	Hiva Oa		PF
HUH	Huahine	Huahine		PF
KXU	Katiu	Katiu		PF
KHZ	Kauehi	Kauehi		PF
KKR	Kaukura Atoll	Kaukura Atoll		PF
MKP	Makemo	Makemo		PF
XMH	Manihi	Manihi		PF
MVT	Mataiva	Mataiva		PF
MAU	Maupiti	Maupiti		PF
MOZ	Temae	Moorea		PF
NAU	Napuka Island	Napuka Island		PF
NHV	Nuku Hiva	Nuku Hiva		PF
NUK	Nukutavake	Nukutavake		PF
PPT	Faaa	Papeete		PF
PKP	Puka Puka	Puka Puka		PF
PUK	Pukarua	Pukarua		PF
RFP	Raiatea	Raiatea		PF
RVV	Raivavae	Rairua		PF
RGI	Rangiroa	Rangiroa		PF
REA	Reao	Reao		PF
RUR	Rurutu	Rurutu		PF
TKP	Takapoto	Takapoto		PF
TKX	Takaroa	Takaroa		PF
TJN	Takume	Takume		PF
TKV	Tatakoto	Tatakoto		PF
TTI	Tetiaroa Is	Tetiaroa Is		PF
TIH	Tikehau Atoll	Tikehau Atoll		PF
TUB	Tubuai	Tubuai		PF
TPX	Tupai	Tupai		PF
ZTA	Tureira	Tureira		PF
UAH	Ua Huka	Ua Huka		PF
UAP	Ua Pou	Ua Pou		PF
VHZ	Vahitahi	Vahitahi		PF
ABW	Abau	Abau		PG
AFR	Afore	Afore		PG
AUP	Agaun	Agaun		PG
AIH	Aiambak	Aiambak		PG
AIE	Aiome	Aiome		PG
TAJ	Tadji	Aitape		PG
ATP	Airstrip	Aitape		PG
AYU	Aiyura	Aiyura		PG
GUR	Gurney	Alotau		PG
AMF	Ama	Ama		PG
AMU	Amanab	Amanab		PG
AZB	Amazon Bay	Amazon Bay		PG
AMG	Amboin	Amboin		PG
AUJ	Ambunti	Ambunti		PG
ADC	Andakombe	Andakombe		PG
AGG	Angoram	Angoram		PG
AKG	Anguganak	Anguganak		PG
AOB	Annanberg	Annanberg		PG
APR	April River	April River		PG
ARP	Aragip	Aragip		PG
RAW	Arawa	Arawa		PG
AOA	Aroa	Aroa		PG
AON	Arona	Arona		PG
APP	Asapa	Asapa		PG
AEK	Aseki	Aseki		PG
ASZ	Asirim	Asirim		PG
ABP	Atkamba	Atkamba		PG
AUI	Aua Island	Aua Island		PG
AUV	Aumo	Aumo		PG
AWB	Awaba	Awaba		PG
AWR	Awar	Awar		PG
BAP	Baibara	Baibara		PG
VMU	Baimuru	Baimuru		PG
BDZ	Baindoung	Baindoung		PG
BAJ	Bali	Bali		PG
OPU	Balimo	Balimo		PG
BCP	Bambu	Bambu		PG
BMZ	Bamu	Bamu		PG
BNZ	Banz	Banz		PG
BPD	Bapi	Bapi		PG
BWJ	Bawan	Bawan		PG
BSP	Bensbach	Bensbach		PG
BEA	Bereina	Bereina		PG
BWP	Bewani	Bewani		PG
BAA	Bialla	Bialla		PG
BPK	Biangabip	Biangabip		PG
BRP	Biaru	Biaru		PG
BIJ	Biliau	Biliau		PG
BIZ	Bimin	Bimin		PG
XBN	Biniguni	Biniguni		PG
BNV	Boana	Boana		PG
BOV	Boang	Boang		PG
BNM	Bodinumu	Bodinumu		PG
BOQ	Boku	Boku		PG
BVP	Bolovip	Bolovip		PG
BMH	Bomai	Bomai		PG
BPB	Boridi	Boridi		PG
BOT	Boset	Boset		PG
BRH	Brahman	Brahman		PG
UBI	Buin	Buin		PG
BUA	Buka	Buka		PG
BUL	Bulolo	Bulolo		PG
BNT	Bundi	Bundi		PG
BXZ	Bunsil	Bunsil		PG
CGC	Cape Gloucester	Cape Gloucester		PG
CPI	Cape Orford	Cape Orford		PG
CPN	Cape Rodney	Cape Rodney		PG
CVL	Cape Vogel	Cape Vogel		PG
CVB	Chungribu	Chungribu		PG
DAO	Dabo	Dabo		PG
DLB	Dalbertis	Dalbertis		PG
DAU	Daru	Daru		PG
DGG	Daugo	Daugo		PG
DAF	Daup	Daup		PG
DBP	Debepare	Debepare		PG
DER	Derim	Derim		PG
DNU	Dinangat	Dinangat		PG
DOS	Dios	Dios		PG
DDM	Dodoima	Dodoima		PG
DOI	Doini	Doini		PG
DOO	Dorobisoro	Dorobisoro		PG
DPU	Dumpu	Dumpu		PG
EFG	Efogi	Efogi		PG
EIA	Popondetta	Eia		PG
EPT	Eliptamin	Eliptamin		PG
EMS	Embessa	Embessa		PG
EMI	Emirau	Emirau		PG
EMO	Emo	Emo		PG
EGA	Engati	Engati		PG
ERE	Erave	Erave		PG
ERU	Erume	Erume		PG
ESA	Esa'Ala	Esa'Ala		PG
FNE	Fane	Fane		PG
FRQ	Feramin	Feramin		PG
FIN	Finschhafen	Finschhafen		PG
FAQ	Freida River	Freida River		PG
FUB	Fulleborn	Fulleborn		PG
FUM	Fuma	Fuma		PG
GAR	Garaina	Garaina		PG
GRL	Garasa	Garasa		PG
GRH	Garuahi	Garuahi		PG
GMI	Gasmata Island	Gasmata Island		PG
GBC	Gasuke	Gasuke		PG
GEW	Gewoia	Gewoia		PG
GWN	Gnarowein	Gnarowein		PG
GOE	Gonalia	Gonalia		PG
GOC	Gora	Gora		PG
GKA	Goroka	Goroka		PG
GEI	Green Islands	Green Islands		PG
GVI	Green River	Green River		PG
GUG	Guari	Guari		PG
GAZ	Guasopa	Guasopa		PG
GLP	Gulgubip	Gulgubip		PG
GUE	Guriaso	Guriaso		PG
GAP	Gusap	Gusap		PG
HBD	Habi	Habi		PG
HEO	Haelogo	Haelogo		PG
HAZ	Hatzfeldthaven	Hatzfeldthaven		PG
HWA	Hawabango	Hawabango		PG
HYF	Hayfields	Hayfields		PG
HNI	Heiweni	Heiweni		PG
HIT	Hivaro	Hivaro		PG
HNN	Honinabi	Honinabi		PG
HKN	Hoskins	Hoskins		PG
IMA	Iamalele	Iamalele		PG
IAU	Iaura	Iaura		PG
IBI	Iboki	Iboki		PG
IHU	Ihu	Ihu		PG
ILX	Ileg	Ileg		PG
IMN	Imane	Imane		PG
IMD	Imonda	Imonda		PG
IDN	Indagen	Indagen		PG
IUS	Inus	Inus		PG
IOK	Iokea	Iokea		PG
IOP	Ioma	Ioma		PG
ITK	Itokama	Itokama		PG
JAQ	Jacquinot Bay	Jacquinot Bay		PG
JOP	Josephstaal	Josephstaal		PG
KBM	Kabwum	Kabwum		PG
KGW	Kagi	Kagi		PG
AGK	Kagua	Kagua		PG
KIA	Kaiapit	Kaiapit		PG
KZF	Kaintiba	Kaintiba		PG
KDQ	Kamberatoro	Kamberatoro		PG
KMF	Kamina	Kamina		PG
KJU	Kamiraba	Kamiraba		PG
KAQ	Kamulai	Kamulai		PG
KUY	Kamusi Airport	Kamusi		PG
KEX	Kanabea	Kanabea		PG
KNE	Kanainj	Kanainj		PG
KDP	Kandep	Kandep		PG
